updateTime,2016-03-08
1단계,2단계,3단계,격자 X,격자 Y,경도(초/100),위도(초/100)
서울특별시,노원구,월계3동,61,128,127.07133055555555,37.618205555555555
서울특별시,노원구,공릉1동,61,128,127.0737518,37.62472748
서울특별시,노원구,공릉2동,62,128,127.08544166666667,37.61856944444445
서울특별시,노원구,하계1동,61,128,127.07473055555555,37.63778333333333
서울특별시,노원구,하계2동,61,128,127.0701111111111,37.62925
서울특별시,노원구,중계본동,62,128,127.08245555555555,37.64507222222222
서울특별시,노원구,중계1동,62,129,127.07966388888889,37.64978611111111
서울특별시,노원구,중계4동,62,129,127.08008888888888,37.655966666666664
서울특별시,노원구,중계2.3동,61,128,127.0687126,37.6421829
서울특별시,노원구,상계1동,61,129,127.0572111111111,37.677102777777776
서울특별시,노원구,상계2동,61,129,127.07070833333333,37.655975
서울특별시,노원구,상계3.4동,61,129,127.07746666666667,37.661
서울특별시,노원구,상계5동,61,129,127.07148611111111,37.660219444444444
서울특별시,노원구,상계6.7동,61,129,127.06906666666666,37.65208888888889
서울특별시,노원구,상계8동,61,129,127.05366666666666,37.663944444444446
서울특별시,노원구,상계9동,61,129,127.06595555555555,37.66171111111111
서울특별시,노원구,상계10동,61,129,127.06236666666666,37.658433333333335
서울특별시,은평구,,59,127,126.93124166666666,37.59996944444445
서울특별시,은평구,녹번동,59,127,126.93684444444445,37.599961111111114
서울특별시,은평구,불광제1동,59,128,126.9341888888889,37.60753611111111
서울특별시,은평구,불광제2동,59,128,126.92981944444445,37.61879444444445
서울특별시,은평구,갈현제1동,59,128,126.9187888888889,37.620897222222226
서울특별시,은평구,갈현제2동,59,128,126.9178888888889,37.615766666666666
서울특별시,은평구,구산동,59,128,126.91250000000001,37.60901944444445
서울특별시,은평구,대조동,59,128,126.92288888888889,37.61133888888889
서울특별시,은평구,응암제1동,59,127,126.9288638888889,37.59791111111112
서울특별시,은평구,응암제2동,59,127,126.92513055555555,37.591816666666666
서울특별시,은평구,응암제3동,59,127,126.91784166666667,37.58938611111111
서울특별시,은평구,역촌동,59,127,126.91727777777778,37.601619444444445
서울특별시,은평구,신사제1동,59,127,126.91438611111111,37.595219444444446
서울특별시,은평구,신사제2동,59,127,126.91483333333333,37.589333333333336
서울특별시,은평구,증산동,59,127,126.90922222222223,37.58153055555556
서울특별시,은평구,수색동,58,127,126.89964166666667,37.581358333333334
서울특별시,은평구,진관동,59,128,126.92111111111112,37.6356
서울특별시,서대문구,,59,127,126.93889722222222,37.57636666666667
서울특별시,서대문구,천연동,60,127,126.961175,37.56830277777778
서울특별시,서대문구,북아현동,59,126,126.95891111111112,37.556869444444445
서울특별시,서대문구,충현동,59,127,126.95684444444444,37.562061111111106
서울특별시,서대문구,신촌동,59,126,126.94558611111111,37.55673888888889
서울특별시,서대문구,연희동,59,127,126.93735277777778,37.57112222222223
서울특별시,서대문구,홍제제1동,59,127,126.94698611111112,37.584900000000005
서울특별시,서대문구,홍제제3동,59,127,126.95116666666667,37.592444444444446
서울특별시,서대문구,홍제제2동,59,127,126.95146666666668,37.58333888888889
서울특별시,서대문구,홍은제1동,59,127,126.94595555555556,37.59043055555556
서울특별시,서대문구,홍은제2동,59,127,126.93848611111112,37.58015833333334
서울특별시,서대문구,남가좌제1동,59,127,126.91557777777778,37.57119444444445
서울특별시,서대문구,남가좌제2동,59,127,126.92591111111112,37.57562777777778
서울특별시,서대문구,북가좌제1동,59,127,126.90897777777778,37.576711111111116
서울특별시,서대문구,북가좌제2동,59,127,126.91321944444445,37.57860277777778
서울특별시,마포구,,59,127,126.91053055555557,37.56070555555555
서울특별시,마포구,아현동,59,126,126.95422222222223,37.54434444444444
서울특별시,마포구,공덕동,60,126,126.96208888888889,37.547441666666664
서울특별시,마포구,도화동,59,126,126.95213055555556,37.5349
서울특별시,마포구,용강동,59,126,126.94373333333334,37.53924722222222
서울특별시,마포구,대흥동,59,126,126.94481111111112,37.55305
서울특별시,마포구,염리동,59,126,126.94771944444445,37.54438611111111
서울특별시,마포구,신수동,59,126,126.93664166666667,37.544066666666666
서울특별시,마포구,서강동,59,126,126.93415555555556,37.54444722222222
서울특별시,마포구,서교동,59,126,126.92297500000001,37.54965555555555
서울특별시,마포구,합정동,59,126,126.90775277777779,37.54672222222222
서울특별시,마포구,망원제1동,59,126,126.90776666666667,37.55243333333333
서울특별시,마포구,망원제2동,59,126,126.90431111111111,37.557563888888886
서울특별시,마포구,연남동,59,127,126.92406666666668,37.56169444444444
서울특별시,마포구,성산제1동,59,127,126.91002222222222,37.560583333333334
서울특별시,마포구,성산제2동,59,127,126.91115277777779,37.56593055555555
서울특별시,마포구,상암동,58,127,126.89681111111112,37.57551388888889
서울특별시,양천구,,58,126,126.86870833333333,37.51423055555556
서울특별시,양천구,목1동,58,126,126.87323333333333,37.52753888888889
서울특별시,양천구,목2동,58,126,126.87380833333333,37.54335277777778
서울특별시,양천구,목3동,58,126,126.86659999999999,37.54209722222222
서울특별시,양천구,목4동,58,126,126.87049722222221,37.52953333333333
서울특별시,양천구,목5동,58,126,126.88075277777777,37.53241666666666
서울특별시,양천구,신월1동,57,126,126.83359999999999,37.530005555555555
서울특별시,양천구,신월2동,58,126,126.84658611111111,37.522172222222224
서울특별시,양천구,신월3동,57,126,126.831175,37.53084722222222
서울특별시,양천구,신월4동,57,126,126.84215555555555,37.521905555555556
서울특별시,양천구,신월5동,57,126,126.82944444444443,37.53688888888889
서울특별시,양천구,신월6동,58,126,126.84576666666666,37.51330277777778
서울특별시,양천구,신월7동,57,126,126.83676388888888,37.51909166666667
서울특별시,양천구,신정1동,58,126,126.85639722222221,37.51573055555556
서울특별시,양천구,신정2동,58,126,126.87269722222221,37.51640833333333
서울특별시,양천구,신정3동,58,126,126.85688611111111,37.51233611111111
서울특별시,양천구,신정4동,58,126,126.8608,37.52063611111111
서울특별시,양천구,신정6동,58,126,126.8664861111111,37.514247222222224
서울특별시,양천구,신정7동,58,125,126.86175555555555,37.5116
서울특별시,강서구,,58,126,126.851675,37.54815555555555
서울특별시,강서구,염창동,58,126,126.87304444444443,37.55104444444444
서울특별시,강서구,등촌제1동,58,126,126.86099722222221,37.553066666666666
서울특별시,강서구,등촌제2동,58,126,126.86459722222222,37.539852777777774
서울특별시,강서구,등촌제3동,58,126,126.85000833333332,37.55609444444444
서울특별시,강서구,화곡제1동,58,126,126.84374166666666,37.527744444444444
서울특별시,강서구,화곡제2동,58,126,126.85674444444444,37.52878888888889
서울특별시,강서구,화곡제3동,57,126,126.84046388888889,37.539941666666664
서울특별시,강서구,화곡제4동,58,126,126.86523333333332,37.53013333333333
서울특별시,강서구,화곡본동,58,126,126.84975277777777,37.541244444444445
서울특별시,강서구,화곡제6동,58,126,126.85224444444444,37.54899444444444
서울특별시,강서구,화곡제8동,58,126,126.85042222222222,37.529891666666664
서울특별시,강서구,가양제1동,57,127,126.84266388888888,37.56647777777778
서울특별시,강서구,가양제2동,58,127,126.85336388888888,37.56460555555555
서울특별시,강서구,가양제3동,58,127,126.8626861111111,37.558274999999995
서울특별시,강서구,발산제1동,57,126,126.83524444444444,37.55026944444444
서울특별시,강서구,우장산동,58,126,126.8418849,37.5482468
서울특별시,강서구,공항동,57,126,126.81216388888889,37.556105555555554
서울특별시,강서구,방화제1동,57,127,126.81431111111111,37.56877222222222
서울특별시,강서구,방화제2동,57,127,126.80883055555556,37.563874999999996
서울특별시,강서구,방화제3동,57,127,126.81601944444444,37.57594166666667
서울특별시,구로구,,58,125,126.88959722222224,37.49265
서울특별시,구로구,신도림동,58,125,126.88265277777776,37.504977777777775
서울특별시,구로구,구로제1동,58,125,126.87785555555556,37.49020277777778
서울특별시,구로구,구로제2동,58,125,126.88566666666668,37.48860277777778
서울특별시,구로구,구로제3동,58,125,126.89568611111112,37.48305555555556
서울특별시,구로구,구로제4동,58,125,126.89122222222223,37.48883055555556
서울특별시,구로구,구로제5동,58,125,126.89137777777779,37.49727777777778
서울특별시,구로구,가리봉동,58,125,126.89198611111112,37.477980555555554
서울특별시,구로구,고척제1동,58,125,126.86479999999999,37.49760833333333
서울특별시,구로구,고척제2동,58,125,126.86043055555555,37.50377777777778
서울특별시,구로구,개봉제1동,58,125,126.84926388888888,37.499386111111114
서울특별시,구로구,개봉제2동,58,125,126.85861944444444,37.488025
서울특별시,구로구,개봉제3동,58,125,126.85588888888888,37.48317222222222
서울특별시,구로구,오류제1동,58,125,126.84708888888889,37.49424722222222
서울특별시,구로구,오류제2동,57,125,126.84160833333333,37.48599166666667
서울특별시,구로구,수궁동,57,125,126.83356666666666,37.491105555555556
서울특별시,금천구,,59,124,126.90419722222222,37.44910833333333
서울특별시,금천구,가산동,58,125,126.89380833333334,37.474125
서울특별시,금천구,독산제1동,58,125,126.8991,37.46745833333333
서울특별시,금천구,독산제2동,59,124,126.90184444444445,37.46329444444445
서울특별시,금천구,독산제3동,59,125,126.90998888888889,37.47378888888889
서울특별시,금천구,독산제4동,59,124,126.90422222222223,37.46465555555556
서울특별시,금천구,시흥제1동,58,124,126.89941944444445,37.45214722222222
서울특별시,금천구,시흥제2동,59,124,126.91883055555556,37.447291666666665
서울특별시,금천구,시흥제3동,59,124,126.90797500000001,37.43751944444444
서울특별시,금천구,시흥제4동,59,124,126.90824166666667,37.456175
서울특별시,금천구,시흥제5동,59,124,126.91040833333334,37.44958611111111
서울특별시,영등포구,,58,126,126.89834166666667,37.52361111111111
서울특별시,영등포구,영등포본동,59,126,126.9093046,37.5146826
서울특별시,영등포구,영등포동,59,126,126.910691,37.5203985
서울특별시,영등포구,여의동,59,126,126.93675555555556,37.51488888888889
서울특별시,영등포구,당산제1동,58,126,126.89952222222223,37.52215833333333
서울특별시,영등포구,당산제2동,59,126,126.90424444444444,37.53193888888889
서울특별시,영등포구,도림동,59,125,126.89595,37.509475
서울특별시,영등포구,문래동,59,126,126.8995421,37.5170965
서울특별시,영등포구,양평제1동,58,126,126.89028611111112,37.52084722222222
서울특별시,영등포구,양평제2동,58,126,126.89802222222222,37.535
서울특별시,영등포구,신길제1동,59,125,126.92347777777778,37.50817222222222
서울특별시,영등포구,신길제3동,59,125,126.90991944444445,37.504622222222224
서울특별시,영등포구,신길제4동,59,125,126.913375,37.50567222222222
서울특별시,영등포구,신길제5동,59,125,126.90734444444445,37.49882222222222
서울특별시,영등포구,신길제6동,59,125,126.91194444444444,37.49656388888889
서울특별시,영등포구,신길제7동,59,125,126.92347777777778,37.503655555555554
서울특별시,영등포구,대림제1동,59,125,126.9079638888889,37.49258888888889
서울특별시,영등포구,대림제2동,58,125,126.90035555555556,37.489925
서울특별시,영등포구,대림제3동,58,125,126.90021111111112,37.49548611111111
서울특별시,동작구,,59,125,126.941575,37.509655555555554
서울특별시,동작구,노량진제1동,59,125,126.94408611111112,37.509480555555555
서울특별시,동작구,노량진제2동,59,125,126.93938611111112,37.50573333333333
서울특별시,동작구,상도제1동,59,125,126.95302222222223,37.50405
서울특별시,동작구,상도제2동,59,125,126.9444,37.50264166666667
서울특별시,동작구,상도제3동,59,125,126.9333888888889,37.49636666666667
서울특별시,동작구,상도제4동,59,125,126.939875,37.49777777777778
서울특별시,동작구,흑석동,60,125,126.96261111111112,37.50673888888889
서울특별시,동작구,사당제1동,60,125,126.97573333333334,37.47361111111111
서울특별시,동작구,사당제2동,60,125,126.97950833333334,37.485619444444445
서울특별시,동작구,사당제3동,60,125,126.97408611111112,37.483825
서울특별시,동작구,사당제4동,60,125,126.97372222222222,37.478186111111114
서울특별시,동작구,사당제5동,60,125,126.96910833333334,37.482797222222224
서울특별시,동작구,대방동,59,125,126.92844444444445,37.50533055555555
서울특별시,동작구,신대방제1동,59,125,126.91210833333334,37.48615
서울특별시,동작구,신대방제2동,59,125,126.927975,37.496122222222226
서울특별시,관악구,,59,125,126.95384444444444,37.47538611111111
서울특별시,관악구,보라매동,59,125,126.93488611111111,37.485305555555556
서울특별시,관악구,청림동,59,125,126.96066666666667,37.48903888888889
서울특별시,관악구,성현동,59,125,126.9481357,37.4896244
서울특별시,관악구,행운동,59,125,126.95903333333334,37.47788333333334
서울특별시,관악구,낙성대동,60,125,126.96048888888889,37.4735
서울특별시,관악구,청룡동,59,125,126.94155,37.479151
서울특별시,관악구,은천동,59,125,126.9424278,37.4853086
서울특별시,관악구,중앙동,59,125,126.95175555555556,37.48144166666667
서울특별시,관악구,인헌동,59,125,126.967375,37.47230555555556
서울특별시,관악구,남현동,60,125,126.97995555555556,37.47178888888889
서울특별시,관악구,서원동,59,125,126.9313,37.4797346
서울특별시,관악구,신원동,59,125,126.92941944444445,37.47877777777778
서울특별시,관악구,서림동,59,125,126.93705555555556,37.47216388888889
서울특별시,관악구,신사동,59,125,126.9180796,37.4854118
서울특별시,관악구,신림동,59,125,126.927075,37.487426
서울특별시,관악구,난향동,59,124,126.918842,37.461429
서울특별시,관악구,조원동,59,125,126.9078649,37.4826299
서울특별시,관악구,대학동,59,125,126.9369907,37.4706145
서울특별시,관악구,삼성동,59,125,126.932963,37.470101
서울특별시,관악구,미성동,59,125,126.9155534,37.4761761
서울특별시,관악구,난곡동,59,125,126.9216507,37.4709634
서울특별시,서초구,,61,125,127.03481111111111,37.480786111111115
서울특별시,서초구,서초1동,61,125,127.02111111111111,37.486000000000004
서울특별시,서초구,서초2동,61,125,127.0269111111111,37.48925
서울특별시,서초구,서초3동,60,125,127.01456666666667,37.480783333333335
서울특별시,서초구,서초4동,61,125,127.02422222222222,37.499855555555555
서울특별시,서초구,잠원동,60,126,127.01605277777777,37.51208888888889
서울특별시,서초구,반포본동,60,125,126.98813333333334,37.49765
서울특별시,서초구,반포1동,60,125,127.01446666666666,37.50331944444444
서울특별시,서초구,반포2동,60,125,126.996575,37.501783333333336
서울특별시,서초구,반포3동,60,125,127.00775277777778,37.50917222222222
서울특별시,서초구,반포4동,60,125,127.00244166666667,37.49475833333334
서울특별시,서초구,방배본동,60,125,126.99083333333333,37.49144444444445
서울특별시,서초구,방배1동,60,125,126.99660833333333,37.480558333333335
서울특별시,서초구,방배2동,60,125,126.98761111111111,37.47696666666667
서울특별시,서초구,방배3동,60,125,127.00113333333333,37.477538888888894
서울특별시,서초구,방배4동,60,125,126.99332222222222,37.48681666666667
서울특별시,서초구,양재1동,61,125,127.03815277777778,37.481636111111115
서울특별시,서초구,양재2동,61,125,127.04314444444444,37.46778055555556
서울특별시,서초구,내곡동,61,124,127.0534111111111,37.45914444444445
서울특별시,강남구,,61,126,127.04955555555556,37.514575
서울특별시,강남구,신사동,61,126,127.02502222222222,37.52133888888889
서울특별시,강남구,논현1동,61,125,127.03051111111111,37.50878888888889
서울특별시,강남구,논현2동,61,126,127.03928888888889,37.51443611111111
서울특별시,강남구,압구정동,61,126,127.030713,37.530642
서울특별시,강남구,청담동,61,126,127.0493,37.5251083
서울특별시,강남구,삼성1동,61,125,127.05753055555556,37.50904166666667
서울특별시,강남구,삼성2동,61,125,127.0480861111111,37.50838888888889
서울특별시,강남구,대치1동,61,125,127.06385555555555,37.49050555555556
서울특별시,강남구,대치2동,61,125,127.06901944444444,37.49711111111111
서울특별시,강남구,대치4동,61,125,127.05985277777778,37.49696388888889
서울특별시,강남구,역삼1동,61,125,127.03514444444444,37.492583333333336
서울특별시,강남구,역삼2동,61,125,127.04885555555555,37.49324722222222
서울특별시,강남구,도곡1동,61,125,127.04049722222221,37.48806666666667
서울특별시,강남구,도곡2동,61,125,127.0454,37.47986388888889
서울특별시,강남구,개포1동,61,125,127.05955555555555,37.47909722222222
서울특별시,강남구,개포2동,62,125,127.07574166666666,37.485175
