대분류,중분류,소분류,위도,경도,지점코드 //TodayWeather에서는 http routing때문에 /를 사용할수없음.
서울특별시,강북구,,37.6369556,127.0277194,1130500000
서울특별시,강북구,미아동,37.6241361,127.0290194,1130553500
서울특별시,강북구,번1동,37.6351583,127.0310194,1130559000
서울특별시,강북구,번2동,37.6293861,127.0409444,1130560000
서울특별시,강북구,번3동,37.6230944,127.0486889,1130560600
서울특별시,강북구,번동,37.6241057,127.0413372,1130560000
서울특별시,강북구,번제1동,37.6351583,127.0310194,1130559000
서울특별시,강북구,번제2동,37.6293861,127.0409444,1130560000
서울특별시,강북구,번제3동,37.6230944,127.0486889,1130560600
서울특별시,강북구,삼각산동,37.6144306,127.0198528,1130557500
서울특별시,강북구,삼양동,37.6244833,127.0205111,1130553400
서울특별시,강북구,송중동,37.6133611,127.0358333,1130554500
서울특별시,강북구,송천동,37.6155167,127.0259556,1130555500
서울특별시,강북구,수유1동,37.6307333,127.0192972,1130561000
서울특별시,강북구,수유2동,37.6418806,127.0220417,1130562000
서울특별시,강북구,수유3동,37.6359722,127.0253194,1130563000
서울특별시,강북구,수유동,37.6424622,127.0220945,1130562000
서울특별시,강북구,수유제1동,37.6307333,127.0192972,1130561000
서울특별시,강북구,수유제2동,37.6418806,127.0220417,1130562000
서울특별시,강북구,수유제3동,37.6359722,127.0253194,1130563000
서울특별시,강북구,우이동,37.6451944,127.0140667,1130564500
서울특별시,강북구,인수동,37.6387333,127.0127667,1130566000
서울특별시,강서구,,37.5481556,126.8516750,1150000000
서울특별시,강서구,가양1동,37.5664778,126.8426639,1150060300
서울특별시,강서구,가양2동,37.5646056,126.8533639,1150060400
서울특별시,강서구,가양3동,37.558275,126.8626861,1150060500
서울특별시,강서구,가양동,37.5693673,126.8473234,1150060300
서울특별시,강서구,가양제1동,37.5664778,126.8426639,1150060300
서울특별시,강서구,가양제2동,37.5646056,126.8533639,1150060400
서울특별시,강서구,가양제3동,37.558275,126.8626861,1150060500
서울특별시,강서구,공항동,37.5561056,126.8121639,1150062000
서울특별시,강서구,등촌1동,37.5530667,126.8609972,1150052000
서울특별시,강서구,등촌2동,37.5398528,126.8645972,1150053000
서울특별시,강서구,등촌3동,37.5560944,126.8500083,1150053500
서울특별시,강서구,등촌동,37.5622375,126.8436708,1150060300
서울특별시,강서구,등촌제1동,37.5530667,126.8609972,1150052000
서울특별시,강서구,등촌제2동,37.5398528,126.8645972,1150053000
서울특별시,강서구,등촌제3동,37.5560944,126.8500083,1150053500
서울특별시,강서구,발산1동,37.5502694,126.8352444,1150061100
서울특별시,강서구,발산동,37.5530979,126.8332647,1150061100
서울특별시,강서구,발산제1동,37.5502694,126.8352444,1150061100
서울특별시,강서구,방화1동,37.5687722,126.8143111,1150063000
서울특별시,강서구,방화2동,37.563875,126.8088306,1150064000
서울특별시,강서구,방화3동,37.5759417,126.8160194,1150064100
서울특별시,강서구,방화동,37.5713091,126.8118208,1150063000
서울특별시,강서구,방화제1동,37.5687722,126.8143111,1150063000
서울특별시,강서구,방화제2동,37.563875,126.8088306,1150064000
서울특별시,강서구,방화제3동,37.5759417,126.8160194,1150064100
서울특별시,강서구,염창동,37.5510444,126.8730444,1150051000
서울특별시,강서구,우장산동,37.5482468,126.8418849,1150061500
서울특별시,강서구,화곡1동,37.5277444,126.8437417,1150054000
서울특별시,강서구,화곡2동,37.5287889,126.8567444,1150055000
서울특별시,강서구,화곡3동,37.5399417,126.8404639,1150056000
서울특별시,강서구,화곡4동,37.5301333,126.8652333,1150057000
서울특별시,강서구,화곡6동,37.5489944,126.8522444,1150059100
서울특별시,강서구,화곡8동,37.5298917,126.8504222,1150059300
서울특별시,강서구,화곡동,37.5362848,126.8489523,1150059000
서울특별시,강서구,화곡본동,37.5412444,126.8497528,1150059000
서울특별시,강서구,화곡제1동,37.5277444,126.8437417,1150054000
서울특별시,강서구,화곡제2동,37.5287889,126.8567444,1150055000
서울특별시,강서구,화곡제3동,37.5399417,126.8404639,1150056000
서울특별시,강서구,화곡제4동,37.5301333,126.8652333,1150057000
서울특별시,강서구,화곡제6동,37.5489944,126.8522444,1150059100
서울특별시,강서구,화곡제8동,37.5298917,126.8504222,1150059300
서울특별시,관악구,,37.4753861,126.9538444,1162000000
서울특별시,관악구,낙성대동,37.4735000,126.9604889,1162058500
서울특별시,관악구,난곡동,37.4709634,126.9216507,1162077500
서울특별시,관악구,난향동,37.4614290,126.9188420,1162071500
서울특별시,관악구,남현동,37.4717889,126.9799556,1162063000
서울특별시,관악구,대학동,37.4706145,126.9369907,1162073500
서울특별시,관악구,미성동,37.4761761,126.9155534,1162076500
서울특별시,관악구,보라매동,37.4853056,126.9348861,1162052500
서울특별시,관악구,삼성동,37.4701010,126.9329630,1162074500
서울특별시,관악구,서림동,37.4721639,126.9370556,1162066500
서울특별시,관악구,서원동,37.4797346,126.9313000,1162064500
서울특별시,관악구,성현동,37.4896244,126.9481357,1162056500
서울특별시,관악구,신림동,37.4874260,126.9270750,1162069500
서울특별시,관악구,신사동,37.4854118,126.9180796,1162068500
서울특별시,관악구,신원동,37.4787778,126.9294194,1162065500
서울특별시,관악구,은천동,37.4853086,126.9424278,1162060500
서울특별시,관악구,인헌동,37.4723056,126.9673750,1162062500
서울특별시,관악구,조원동,37.4826299,126.9078649,1162072500
서울특별시,관악구,중앙동,37.4814417,126.9517556,1162061500
서울특별시,관악구,청룡동,37.4791510,126.9415500,1162059500
서울특별시,관악구,청림동,37.4890389,126.9606667,1162054500
서울특별시,관악구,행운동,37.4778833,126.9590333,1162057500
서울특별시,광진구,,37.5357389,127.0845333,1121500000
서울특별시,광진구,광장동,37.5442139,127.1053083,1121581000
서울특별시,광진구,구의1동,37.539675,127.0878667,1121585000
서울특별시,광진구,구의2동,37.5444389,127.0921083,1121586000
서울특별시,광진구,구의3동,37.5361389,127.0996889,1121587000
서울특별시,광진구,구의동,37.5502741,127.0931352,1121586000
서울특별시,광진구,구의제1동,37.539675,127.0878667,1121585000
서울특별시,광진구,구의제2동,37.5444389,127.0921083,1121586000
서울특별시,광진구,구의제3동,37.5361389,127.0996889,1121587000
서울특별시,광진구,군자동,37.5523528,127.0779972,1121573000
서울특별시,광진구,능동,37.5510278,127.0826444,1121578000
서울특별시,광진구,자양1동,37.5316861,127.0844194,1121582000
서울특별시,광진구,자양2동,37.5288441,127.0844154,1121583000
서울특별시,광진구,자양3동,37.5310333,127.0750306,1121584000
서울특별시,광진구,자양4동,37.5374861,127.0672528,1121584700
서울특별시,광진구,자양동,37.5311078,127.0730183,1121584000
서울특별시,광진구,자양제1동,37.5316861,127.0844194,1121582000
서울특별시,광진구,자양제2동,37.5288441,127.0844154,1121583000
서울특별시,광진구,자양제3동,37.5310333,127.0750306,1121584000
서울특별시,광진구,자양제4동,37.5374861,127.0672528,1121584700
서울특별시,광진구,중곡1동,37.5578417,127.0821639,1121574000
서울특별시,광진구,중곡2동,37.557475,127.0835444,1121575000
서울특별시,광진구,중곡3동,37.5659167,127.0822528,1121576000
서울특별시,광진구,중곡4동,37.5625111,127.0893528,1121577000
서울특별시,광진구,중곡동,37.5617477,127.0904014,1121577000
서울특별시,광진구,중곡제1동,37.5578417,127.0821639,1121574000
서울특별시,광진구,중곡제2동,37.557475,127.0835444,1121575000
서울특별시,광진구,중곡제3동,37.5659167,127.0822528,1121576000
서울특별시,광진구,중곡제4동,37.5625111,127.0893528,1121577000
서울특별시,광진구,화양동,37.5437861,127.0734639,1121571000
서울특별시,구로구,,37.4926500,126.8895972,1153000000
서울특별시,구로구,가리봉동,37.4779806,126.8919861,1153059500
서울특별시,구로구,개봉1동,37.4993861,126.8492639,1153074000
서울특별시,구로구,개봉2동,37.488025,126.8586194,1153075000
서울특별시,구로구,개봉3동,37.4831722,126.8558889,1153076000
서울특별시,구로구,개봉동,37.4930115,126.8577466,1153075000
서울특별시,구로구,개봉제1동,37.4993861,126.8492639,1153074000
서울특별시,구로구,개봉제2동,37.488025,126.8586194,1153075000
서울특별시,구로구,개봉제3동,37.4831722,126.8558889,1153076000
서울특별시,구로구,고척1동,37.4976083,126.8648000,1153072000
서울특별시,구로구,고척2동,37.5037778,126.8604306,1153073000
서울특별시,구로구,고척동,37.5013977,126.8635571,1153073000
서울특별시,구로구,고척제1동,37.4976083,126.8648000,1153072000
서울특별시,구로구,고척제2동,37.5037778,126.8604306,1153073000
서울특별시,구로구,구로1동,37.4902028,126.8778556,1153052000
서울특별시,구로구,구로2동,37.4886028,126.8856667,1153053000
서울특별시,구로구,구로3동,37.4830556,126.8956861,1153054000
서울특별시,구로구,구로4동,37.4888306,126.8912222,1153055000
서울특별시,구로구,구로5동,37.4972778,126.8913778,1153056000
서울특별시,구로구,구로동,37.4957707,126.8826422,1153052000
서울특별시,구로구,구로제1동,37.4902028,126.8778556,1153052000
서울특별시,구로구,구로제2동,37.4886028,126.8856667,1153053000
서울특별시,구로구,구로제3동,37.4830556,126.8956861,1153054000
서울특별시,구로구,구로제4동,37.4888306,126.8912222,1153055000
서울특별시,구로구,구로제5동,37.4972778,126.8913778,1153056000
서울특별시,구로구,수궁동,37.4911056,126.8335667,1153079000
서울특별시,구로구,신도림동,37.5049778,126.8826528,1153051000
서울특별시,구로구,오류1동,37.4942472,126.8470889,1153077000
서울특별시,구로구,오류2동,37.4859917,126.8416083,1153078000
서울특별시,구로구,오류동,37.4889461,126.8354925,1153079000
서울특별시,구로구,오류제1동,37.4942472,126.8470889,1153077000
서울특별시,구로구,오류제2동,37.4859917,126.8416083,1153078000
서울특별시,금천구,,37.4491083,126.9041972,1154500000
서울특별시,금천구,가산동,37.4741250,126.8938083,1154551000
서울특별시,금천구,독산1동,37.4674583,126.8991000,1154561000
서울특별시,금천구,독산2동,37.4632944,126.9018444,1154562000
서울특별시,금천구,독산3동,37.4737889,126.9099889,1154563000
서울특별시,금천구,독산4동,37.4646556,126.9042222,1154564000
서울특별시,금천구,독산동,37.4681432,126.8993930,1154561000
서울특별시,금천구,독산제1동,37.4674583,126.8991000,1154561000
서울특별시,금천구,독산제2동,37.4632944,126.9018444,1154562000
서울특별시,금천구,독산제3동,37.4737889,126.9099889,1154563000
서울특별시,금천구,독산제4동,37.4646556,126.9042222,1154564000
서울특별시,금천구,시흥1동,37.4521472,126.8994194,1154567000
서울특별시,금천구,시흥2동,37.4472917,126.9188306,1154568000
서울특별시,금천구,시흥3동,37.4375194,126.9079750,1154569000
서울특별시,금천구,시흥4동,37.456175,126.9082417,1154570000
서울특별시,금천구,시흥5동,37.4495861,126.9104083,1154571000
서울특별시,금천구,시흥동,37.4476688,126.9084522,1154571000
서울특별시,금천구,시흥제1동,37.4521472,126.8994194,1154567000
서울특별시,금천구,시흥제2동,37.4472917,126.9188306,1154568000
서울특별시,금천구,시흥제3동,37.4375194,126.9079750,1154569000
서울특별시,금천구,시흥제4동,37.456175,126.9082417,1154570000
서울특별시,금천구,시흥제5동,37.4495861,126.9104083,1154571000
서울특별시,노원구,,37.6514611,127.0583889,1135000000
서울특별시,노원구,공릉1.3동,37.6201279,127.1042005,1126068000
서울특별시,노원구,공릉1동,37.6247275,127.0737518,1135059500
서울특별시,노원구,공릉2동,37.6185694,127.0854417,1135060000
서울특별시,노원구,공릉동,37.6248431,127.0738213,1135059500
서울특별시,노원구,상계10동,37.6584333,127.0623667,1135072000
서울특별시,노원구,상계1동,37.6771028,127.0572111,1135063000
서울특별시,노원구,상계2동,37.6559750,127.0707083,1135064000
서울특별시,노원구,상계3.4동,37.6610000,127.0774667,1135066500
서울특별시,노원구,상계5동,37.6602194,127.0714861,1135067000
서울특별시,노원구,상계6.7동,37.6520889,127.0690667,1135069500
서울특별시,노원구,상계8동,37.6639444,127.0536667,1135070000
서울특별시,노원구,상계9동,37.6617111,127.0659556,1135071000
서울특별시,노원구,상계동,37.6612506,127.0602528,1135072000
서울특별시,노원구,월계1동,37.6173194,127.0650889,1135056000
서울특별시,노원구,월계2동,37.6297611,127.0529972,1135057000
서울특별시,노원구,월계3동,37.6182056,127.0713306,1135058000
서울특별시,노원구,월계동,37.6199192,127.0629877,1135056000
서울특별시,노원구,중계1동,37.6497861,127.0796639,1135062100
서울특별시,노원구,중계2.3동,37.6421829,127.0687126,1135062500
서울특별시,노원구,중계4동,37.6559667,127.0800889,1135062400
서울특별시,노원구,중계동,37.6525550,127.0774886,1135062100
서울특별시,노원구,중계본동,37.6450722,127.0824556,1135061900
서울특별시,노원구,하계1동,37.6377833,127.0747306,1135061100
서울특별시,노원구,하계2동,37.6292500,127.0701111,1135061200
서울특별시,노원구,하계동,37.6404885,127.0726856,1135061100
서울특별시,도봉구,,37.6658333,127.0495222,1132000000
서울특별시,도봉구,도봉1동,37.6758194,127.0455111,1132052100
서울특별시,도봉구,도봉2동,37.6697152,127.0465492,1132052200
서울특별시,도봉구,도봉동,37.6873960,127.0214956,1132052100
서울특별시,도봉구,도봉제1동,37.6758194,127.0455111,1132052100
서울특별시,도봉구,도봉제2동,37.6697152,127.0465492,1132052200
서울특별시,도봉구,방학1동,37.6614333,127.0427667,1132069000
서울특별시,도봉구,방학2동,37.6654361,127.0372222,1132070000
서울특별시,도봉구,방학3동,37.6562278,127.0300778,1132071000
서울특별시,도봉구,방학동,37.6658975,127.0268754,1132071000
서울특별시,도봉구,방학제1동,37.6614333,127.0427667,1132069000
서울특별시,도봉구,방학제2동,37.6654361,127.0372222,1132070000
서울특별시,도봉구,방학제3동,37.6562278,127.0300778,1132071000
서울특별시,도봉구,쌍문1동,37.6452472,127.0281778,1132066000
서울특별시,도봉구,쌍문2동,37.6550806,127.0409111,1132067000
서울특별시,도봉구,쌍문3동,37.6461944,127.0300889,1132068000
서울특별시,도봉구,쌍문4동,37.653625,127.0305444,1132068100
서울특별시,도봉구,쌍문동,37.6513191,127.0291909,1132068100
서울특별시,도봉구,쌍문제1동,37.6452472,127.0281778,1132066000
서울특별시,도봉구,쌍문제2동,37.6550806,127.0409111,1132067000
서울특별시,도봉구,쌍문제3동,37.6461944,127.0300889,1132068000
서울특별시,도봉구,쌍문제4동,37.653625,127.0305444,1132068100
서울특별시,도봉구,창1동,37.6456472,127.0459972,1132051100
서울특별시,도봉구,창2동,37.6387278,127.0377667,1132051200
서울특별시,도봉구,창3동,37.6352694,127.0450083,1132051300
서울특별시,도봉구,창4동,37.6493972,127.0536667,1132051400
서울특별시,도봉구,창5동,37.6492139,127.0412972,1132051500
서울특별시,도봉구,창동,37.6522582,127.0454323,1132051500
서울특별시,도봉구,창제1동,37.6456472,127.0459972,1132051100
서울특별시,도봉구,창제2동,37.6387278,127.0377667,1132051200
서울특별시,도봉구,창제3동,37.6352694,127.0450083,1132051300
서울특별시,도봉구,창제4동,37.6493972,127.0536667,1132051400
서울특별시,도봉구,창제5동,37.6492139,127.0412972,1132051500
서울특별시,동대문구,,37.5716250,127.0421417,1123000000
서울특별시,동대문구,답십리1동,37.569275,127.0542222,1123060000
서울특별시,동대문구,답십리2동,37.5691528,127.0615750,1123061000
서울특별시,동대문구,답십리동,37.5690668,127.0566558,1123060000
서울특별시,동대문구,답십리제1동,37.569275,127.0542222,1123060000
서울특별시,동대문구,답십리제2동,37.5691528,127.0615750,1123061000
서울특별시,동대문구,용신동,37.5758185,127.0372169,1123053600
서울특별시,동대문구,이문1동,37.5978220,127.0655056,1123074000
서울특별시,동대문구,이문2동,37.5917306,127.0586194,1123075000
서울특별시,동대문구,이문동,37.6004055,127.0663731,1123074000
서울특별시,동대문구,이문제1동,37.5978220,127.0655056,1123074000
서울특별시,동대문구,이문제2동,37.5917306,127.0586194,1123075000
서울특별시,동대문구,장안1동,37.5649861,127.0684778,1123065000
서울특별시,동대문구,장안2동,37.5684083,127.0753083,1123066000
서울특별시,동대문구,장안동,37.5696967,127.0714396,1123066000
서울특별시,동대문구,장안제1동,37.5649861,127.0684778,1123065000
서울특별시,동대문구,장안제2동,37.5684083,127.0753083,1123066000
서울특별시,동대문구,전농1동,37.5752111,127.0498667,1123056000
서울특별시,동대문구,전농2동,37.5817028,127.0538639,1123057000
서울특별시,동대문구,전농동,37.5793286,127.0539783,1123057000
서울특별시,동대문구,전농제1동,37.5752111,127.0498667,1123056000
서울특별시,동대문구,전농제2동,37.5817028,127.0538639,1123057000
서울특별시,동대문구,제기동,37.5830767,127.0377843,1123054500
서울특별시,동대문구,청량리동,37.5862586,127.0472767,1123070500
서울특별시,동대문구,회기동,37.5880083,127.0574889,1123071000
서울특별시,동대문구,휘경1동,37.5901583,127.0678194,1123072000
서울특별시,동대문구,휘경2동,37.5884944,127.0696556,1123073000
서울특별시,동대문구,휘경동,37.5908554,127.0657305,1123072000
서울특별시,동대문구,휘경제1동,37.5901583,127.0678194,1123072000
서울특별시,동대문구,휘경제2동,37.5884944,127.0696556,1123073000
서울특별시,동작구,,37.5096556,126.9415750,1159000000
서울특별시,동작구,노량진1동,37.5094806,126.9440861,1159051000
서울특별시,동작구,노량진2동,37.5057333,126.9393861,1159052000
서울특별시,동작구,노량진동,37.5107058,126.9403933,1159000000
서울특별시,동작구,노량진제1동,37.5094806,126.9440861,1159051000
서울특별시,동작구,노량진제2동,37.5057333,126.9393861,1159052000
서울특별시,동작구,대방동,37.5053306,126.9284444,1159066000
서울특별시,동작구,사당1동,37.4736111,126.9757333,1159062000
서울특별시,동작구,사당2동,37.4856194,126.9795083,1159063000
서울특별시,동작구,사당3동,37.483825,126.9740861,1159064000
서울특별시,동작구,사당4동,37.4781861,126.9737222,1159065000
서울특별시,동작구,사당5동,37.4827972,126.9691083,1159065100
서울특별시,동작구,사당동,37.4839327,126.9731357,1159064000
서울특별시,동작구,사당제1동,37.4736111,126.9757333,1159062000
서울특별시,동작구,사당제2동,37.4856194,126.9795083,1159063000
서울특별시,동작구,사당제3동,37.483825,126.9740861,1159064000
서울특별시,동작구,사당제4동,37.4781861,126.9737222,1159065000
서울특별시,동작구,사당제5동,37.4827972,126.9691083,1159065100
서울특별시,동작구,상도1동,37.50405,126.9530222,1159053000
서울특별시,동작구,상도2동,37.5026417,126.9444000,1159054000
서울특별시,동작구,상도3동,37.4963667,126.9333889,1159055000
서울특별시,동작구,상도4동,37.4977778,126.9398750,1159056000
서울특별시,동작구,상도동,37.4985163,126.9390142,1159056000
서울특별시,동작구,상도제1동,37.50405,126.9530222,1159053000
서울특별시,동작구,상도제2동,37.5026417,126.9444000,1159054000
서울특별시,동작구,상도제3동,37.4963667,126.9333889,1159055000
서울특별시,동작구,상도제4동,37.4977778,126.9398750,1159056000
서울특별시,동작구,신대방1동,37.48615,126.9121083,1159067000
서울특별시,동작구,신대방2동,37.4961222,126.9279750,1159068000
서울특별시,동작구,신대방동,37.4930125,126.9149419,1156068000
서울특별시,동작구,신대방제1동,37.48615,126.9121083,1159067000
서울특별시,동작구,신대방제2동,37.4961222,126.9279750,1159068000
서울특별시,동작구,흑석동,37.5067389,126.9626111,1159060500
서울특별시,마포구,,37.5607056,126.9105306,1144000000
서울특별시,마포구,공덕동,37.5474417,126.9620889,1144056500
서울특별시,마포구,대흥동,37.5530500,126.9448111,1144060000
서울특별시,마포구,도화동,37.5349000,126.9521306,1144058500
서울특별시,마포구,망원1동,37.5524333,126.9077667,1144069000
서울특별시,마포구,망원2동,37.5575639,126.9043111,1144070000
서울특별시,마포구,망원동,37.5567857,126.9013473,1144070000
서울특별시,마포구,망원제1동,37.5524333,126.9077667,1144069000
서울특별시,마포구,망원제2동,37.5575639,126.9043111,1144070000
서울특별시,마포구,상암동,37.5755139,126.8968111,1144074000
서울특별시,마포구,서강동,37.5444472,126.9341556,1144065500
서울특별시,마포구,서교동,37.5496556,126.9229750,1144066000
서울특별시,마포구,성산1동,37.5605833,126.9100222,1144072000
서울특별시,마포구,성산2동,37.5659306,126.9111528,1144073000
서울특별시,마포구,성산동,37.5628828,126.9092848,1144072000
서울특별시,마포구,성산제1동,37.5605833,126.9100222,1144072000
서울특별시,마포구,성산제2동,37.5659306,126.9111528,1144073000
서울특별시,마포구,신공덕동,37.5437144,126.9555615,1144055500
서울특별시,마포구,신수동,37.5440667,126.9366417,1144063000
서울특별시,마포구,아현동,37.5443444,126.9542222,1144055500
서울특별시,마포구,연남동,37.5616944,126.9240667,1144071000
서울특별시,마포구,염리동,37.5443861,126.9477194,1144061000
서울특별시,마포구,용강동,37.5392472,126.9437333,1144059000
서울특별시,마포구,합정동,37.5467222,126.9077528,1144068000
서울특별시,서대문구,,37.5763667,126.9388972,1141000000
서울특별시,서대문구,남가좌1동,37.5711944,126.9155778,1141069000
서울특별시,서대문구,남가좌2동,37.5756278,126.9259111,1141070000
서울특별시,서대문구,남가좌동,37.5755474,126.9195484,1141069000
서울특별시,서대문구,남가좌제1동,37.5711944,126.9155778,1141069000
서울특별시,서대문구,남가좌제2동,37.5756278,126.9259111,1141070000
서울특별시,서대문구,북가좌1동,37.5767111,126.9089778,1141071000
서울특별시,서대문구,북가좌2동,37.5786028,126.9132194,1141072000
서울특별시,서대문구,북가좌동,37.5780816,126.9103985,1141071000
서울특별시,서대문구,북가좌제1동,37.5767111,126.9089778,1141071000
서울특별시,서대문구,북가좌제2동,37.5786028,126.9132194,1141072000
서울특별시,서대문구,북아현동,37.5568694,126.9589111,1141055500
서울특별시,서대문구,신촌동,37.5567389,126.9455861,1141058500
서울특별시,서대문구,연희동,37.5711222,126.9373528,1141061500
서울특별시,서대문구,천연동,37.5683028,126.9611750,1141052000
서울특별시,서대문구,충현동,37.5620611,126.9568444,1141056500
서울특별시,서대문구,홍은1동,37.5904306,126.9459556,1141066000
서울특별시,서대문구,홍은2동,37.5801583,126.9384861,1141068500
서울특별시,서대문구,홍은동,37.5908908,126.9332187,1138059000
서울특별시,서대문구,홍은제1동,37.5904306,126.9459556,1141066000
서울특별시,서대문구,홍은제2동,37.5801583,126.9384861,1141068500
서울특별시,서대문구,홍제1동,37.5849,126.9469861,1141062000
서울특별시,서대문구,홍제2동,37.5833389,126.9514667,1141065500
서울특별시,서대문구,홍제3동,37.5924444,126.9511667,1141064000
서울특별시,서대문구,홍제동,37.5858458,126.9487252,1141062000
서울특별시,서대문구,홍제제1동,37.5849,126.9469861,1141062000
서울특별시,서대문구,홍제제2동,37.5833389,126.9514667,1141065500
서울특별시,서대문구,홍제제3동,37.5924444,126.9511667,1141064000
서울특별시,서초구,,37.4807861,127.0348111,1165000000
서울특별시,서초구,내곡동,37.4591444,127.0534111,1165066000
서울특별시,서초구,반포1동,37.5033194,127.0144667,1165056000
서울특별시,서초구,반포2동,37.5017833,126.9965750,1165057000
서울특별시,서초구,반포3동,37.5091722,127.0077528,1165058000
서울특별시,서초구,반포4동,37.4947583,127.0024417,1165058100
서울특별시,서초구,반포동,37.5051447,127.0133591,1165056000
서울특별시,서초구,반포본동,37.4976500,126.9881333,1165055000
서울특별시,서초구,방배1동,37.4805583,126.9966083,1165060000
서울특별시,서초구,방배2동,37.4769667,126.9876111,1165061000
서울특별시,서초구,방배3동,37.4775389,127.0011333,1165062000
서울특별시,서초구,방배4동,37.4868167,126.9933222,1165062100
서울특별시,서초구,방배동,37.4834130,126.9944870,1165060000
서울특별시,서초구,방배본동,37.4914444,126.9908333,1165059000
서울특별시,서초구,서초1동,37.4860000,127.0211111,1165051000
서울특별시,서초구,서초2동,37.4892500,127.0269111,1165052000
서울특별시,서초구,서초3동,37.4807833,127.0145667,1165053000
서울특별시,서초구,서초4동,37.4998556,127.0242222,1165053100
서울특별시,서초구,서초동,37.4900862,127.0195348,1165051000
서울특별시,서초구,양재1동,37.4816361,127.0381528,1165065100
서울특별시,서초구,양재2동,37.4677806,127.0431444,1165065200
서울특별시,서초구,양재동,37.4720040,127.0374639,1165065200
서울특별시,서초구,잠원동,37.5120889,127.0160528,1165054000
서울특별시,성동구,,37.5606111,127.0390000,1120000000
서울특별시,성동구,금호1가동,37.5520694,127.0239444,1120059000
서울특별시,성동구,금호2.3가동,37.5531880,127.0208590,1120061500
서울특별시,성동구,금호4가동,37.5444722,127.0244750,1120062000
서울특별시,성동구,금호동,37.5548857,127.0227929,1120061500
서울특별시,성동구,마장동,37.5634333,127.0475639,1120054000
서울특별시,성동구,사근동,37.5584056,127.0479556,1120055000
서울특별시,성동구,성수1가1동,37.5389583,127.0519861,1120065000
서울특별시,성동구,성수1가2동,37.5435278,127.0463639,1120066000
서울특별시,성동구,성수1가제1동,37.5389583,127.0519861,1120065000
서울특별시,성동구,성수1가제2동,37.5435278,127.0463639,1120066000
서울특별시,성동구,성수2가1동,37.5367028,127.0562000,1120067000
서울특별시,성동구,성수2가3동,37.5454306,127.0573333,1120069000
서울특별시,성동구,성수2가제1동,37.5367028,127.0562000,1120067000
서울특별시,성동구,성수2가제3동,37.5454306,127.0573333,1120069000
서울특별시,성동구,성수동,37.5417254,127.0433510,1120066000
서울특별시,성동구,성수동1가,37.5417254,127.0433510,1120066000
서울특별시,성동구,성수동2가,37.5409627,127.0570193,1120067000
서울특별시,성동구,송정동,37.5517278,127.0717083,1120072000
서울특별시,성동구,옥수동,37.5437170,127.0134630,1120064500
서울특별시,성동구,왕십리2동,37.5583361,127.0327111,1120052000
서울특별시,성동구,왕십리도선동,37.5677544,127.0255591,1120053500
서울특별시,성동구,왕십리동,37.5611081,127.0305048,1120052000
서울특별시,성동구,왕십리제2동,37.5583361,127.0327111,1120052000
서울특별시,성동구,용답동,37.5613667,127.0574333,1120079000
서울특별시,성동구,응봉동,37.5503472,127.0354972,1120058000
서울특별시,성동구,행당1동,37.5553528,127.0380778,1120056000
서울특별시,성동구,행당2동,37.555575,127.0315333,1120057000
서울특별시,성동구,행당동,37.5583059,127.0370317,1120000000
서울특별시,성동구,행당제1동,37.5553528,127.0380778,1120056000
서울특별시,성동구,행당제2동,37.555575,127.0315333,1120057000
서울특별시,성북구,,37.5863833,127.0203333,1129000000
서울특별시,성북구,길음1동,37.6017833,127.0241667,1129066000
서울특별시,성북구,길음2동,37.60385,127.0294000,1129068500
서울특별시,성북구,길음동,37.6076658,127.0233436,1129066000
서울특별시,성북구,길음제1동,37.6017833,127.0241667,1129066000
서울특별시,성북구,길음제2동,37.60385,127.0294000,1129068500
서울특별시,성북구,돈암1동,37.6005083,127.0282889,1129058000
서울특별시,성북구,돈암2동,37.5952556,127.0127111,1129059000
서울특별시,성북구,돈암동,37.5962792,127.0099103,1129059000
서울특별시,성북구,돈암제1동,37.6005083,127.0282889,1129058000
서울특별시,성북구,돈암제2동,37.5952556,127.0127111,1129059000
서울특별시,성북구,동선동,37.5912778,127.0225083,1129057500
서울특별시,성북구,보문동,37.5775889,127.0249000,1129061000
서울특별시,성북구,삼선동,37.5828472,127.0095556,1129055500
서울특별시,성북구,석관동,37.6101611,127.0635194,1129081000
서울특별시,성북구,성북동,37.5874417,127.0060861,1129052500
서울특별시,성북구,안암동,37.5830583,127.0234778,1129060000
서울특별시,성북구,월곡1동,37.6042028,127.0361417,1129071500
서울특별시,성북구,월곡2동,37.5999417,127.0416889,1129072500
서울특별시,성북구,월곡동,37.6105531,127.0357756,1130554500
서울특별시,성북구,월곡제1동,37.6042028,127.0361417,1129071500
서울특별시,성북구,월곡제2동,37.5999417,127.0416889,1129072500
서울특별시,성북구,장위1동,37.6111917,127.0458556,1129076000
서울특별시,성북구,장위2동,37.6096639,127.0567083,1129077000
서울특별시,성북구,장위3동,37.6137722,127.0587222,1129078000
서울특별시,성북구,장위동,37.6170568,127.0495655,1130560600
서울특별시,성북구,장위제1동,37.6111917,127.0458556,1129076000
서울특별시,성북구,장위제2동,37.6096639,127.0567083,1129077000
서울특별시,성북구,장위제3동,37.6137722,127.0587222,1129078000
서울특별시,성북구,정릉1동,37.5986417,127.0187417,1129062000
서울특별시,성북구,정릉2동,37.6016667,127.0132417,1129063000
서울특별시,성북구,정릉3동,37.6061667,127.0062889,1129064000
